242, 36, 25, 26, 24
243, 61, 55, 45, 54
244, 66, 63, 62, 65
245, 63, 68, 70, 72
246, 52, 49, 51, 37
247, 4, 16, 15, 17
248, 4, 2, 1, 15
249, 15, 1, 4, 17
250, 13, 26, 14, 24
251, 36, 35, 37, 25
252, 14, 26, 25, 24
253, 1, 3, 4, 17
254, 12, 24, 10, 21
255, 70, 59, 68, 63
256, 4, 2, 3, 1
257, 68, 62, 71, 72
258, 55, 46, 60, 45
259, 49, 50, 36, 37
260, 50, 49, 52, 37
261, 62, 68, 63, 72
262, 38, 36, 37, 25
263, 68, 59, 62, 63
264, 53, 40, 54, 39
265, 3, 9, 19, 6
266, 3, 19, 9, 7
267, 22, 31, 32, 28
268, 22, 32, 31, 33
269, 34, 40, 65, 44
270, 43, 62, 65, 40
271, 65, 62, 43, 47
272, 65, 34, 43, 40
273, 43, 34, 65, 47
274, 13, 10, 24, 14
275, 13, 24, 10, 12
276, 54, 41, 43, 57
277, 43, 41, 54, 40
278, 43, 62, 54, 57
279, 54, 62, 43, 40
280, 10, 8, 23, 11
281, 10, 23, 8, 7
282, 22, 23, 8, 11
283, 22, 8, 23, 7
284, 68, 56, 59, 58
285, 68, 59, 56, 57
286, 32, 40, 34, 44
287, 7, 12, 21, 9
288, 21, 12, 7, 10
289, 19, 7, 22, 21
290, 22, 16, 7, 19
291, 7, 16, 22, 20
292, 31, 43, 32, 28
293, 40, 43, 32, 34
294, 40, 32, 43, 28
295, 32, 33, 43, 31
296, 43, 33, 32, 34
