*NODE
85, 1.0946695804596, 0.88613331317902, 3.3719925880432
86, 2, 0, 3
87, 2.1340248584747, 0.72290164232254, 3.4797377586365
88, 3, 0, 3
89, 2.897851228714, 0.74312180280685, 3.1050155162811
90, 0, 2, 3
91, 0.77030277252197, 1.7362076044083, 3.4150574207306
92, 3.2432551383972, 1.5716799497604, 3.5423574447632
93, 2.6086077690125, 1.4317994117737, 3.8981413841248
94, 3.9284188747406, 1.9088206291199, 3.0790214538574
95, 0, 3, 3
96, 0.77974790334702, 2.7012867927551, 3.3793895244598
97, 4.1724619865417, 2.4147055149078, 3.523841381073
98, 3.557975769043, 2.2383482456207, 4.0090999603271
99, 5, 3, 3
100, 0, 4, 3
101, 1.1828166246414, 3.9251835346222, 3.276629447937
102, 5, 4, 3
103, 0, 5, 3
104, 1, 5, 3
105, 2, 5, 3
106, 1.7412887811661, 4.3602509498596, 3.3090090751648
107, 3, 5, 3
108, 4, 5, 3
109, 5, 5, 3
110, 2.2306249141693, 1.1475081443787, 3.9246470928192
111, 1.5297303199768, 1.5943138599396, 3.7873563766479
112, 1.2194683551788, 2.2337961196899, 3.9540319442749
113, 2.3362400531769, 1.9653209447861, 4.2747087478638
114, 3.1022102832794, 1.7481505870819, 4.2741088867188
115, 1.5074868202209, 3.3110978603363, 3.6326596736908
116, 2.2467851638794, 3.0515942573547, 4.0182690620422
117, 3.2579095363617, 2.6927890777588, 4.4951128959656
118, 4.0173707008362, 2.7609267234802, 4.21497631073
119, 5, 3, 4
120, 1.5769575834274, 3.7974238395691, 3.5196933746338
121, 2.0415916442871, 4.155104637146, 3.6510760784149
122, 3.1213982105255, 3.9482343196869, 4.1065154075623
123, 4.1842603683472, 3.7878379821777, 4.477520942688
124, 5, 4, 4
125, 2, 5, 4
126, 3, 5, 4
127, 4, 5, 4
128, 5, 5, 4
129, 4.3798029771771, 4.0523502466781, 1.4299119573591
130, 2.6610125272353, 3.0352254102136, 2.0297223854358
131, 3.4110134924844, 3.4110134924844, 0.46211866370465
132, 1.82591162797, 1.7105294445745, 2.2397472730797
133, 3.7408866534975, 3.7408866534975, 2.2096600454536
134, 1.4027572936773, 3.5972427063227, 1.4027572936773
135, 3.1697325832911, 2.8006112262114, 3.0580679005817
136, 3.094189130532, 1.7297141773848, 1.4607535825976
137, 1.8833658835915, 3.6625952711717, 2.4772985808039
138, 2.2404185820006, 2.2088205651458, 3.1956796172843
*ELEMENT, type=C3D4, ELSET=Volume1
253, 24, 132, 130, 134
254, 23, 22, 132, 134
255, 23, 132, 24, 134
256, 130, 132, 24, 136
257, 71, 96, 132, 137
258, 24, 130, 32, 134
259, 71, 132, 134, 137
260, 129, 131, 36, 133
261, 7, 23, 22, 132
262, 22, 4, 7, 132
263, 36, 133, 131, 136
264, 22, 67, 132, 134
265, 131, 133, 130, 136
266, 7, 4, 6, 132
267, 10, 7, 9, 132
268, 7, 6, 9, 132
269, 10, 24, 23, 132
270, 23, 7, 10, 132
271, 52, 131, 130, 134
272, 44, 36, 72, 129
273, 75, 44, 72, 129
274, 94, 69, 135, 136
275, 54, 131, 129, 133
276, 72, 133, 36, 136
277, 78, 134, 130, 137
278, 71, 132, 67, 134
279, 32, 130, 24, 136
280, 135, 136, 69, 138
281, 10, 132, 9, 136
282, 4, 59, 6, 132
283, 58, 59, 4, 132
284, 107, 135, 121, 137
285, 107, 133, 135, 137
286, 24, 132, 10, 136
287, 96, 132, 137, 138
288, 36, 28, 70, 136
289, 68, 130, 133, 136
290, 130, 131, 52, 133
291, 132, 69, 136, 138
292, 23, 31, 30, 134
293, 23, 30, 22, 134
294, 50, 40, 52, 134
295, 33, 130, 32, 136
296, 31, 24, 32, 134
297, 30, 71, 67, 134
298, 23, 24, 31, 134
299, 22, 30, 67, 134
300, 130, 134, 132, 137
301, 78, 130, 79, 137
302, 72, 129, 36, 133
303, 64, 89, 69, 132
304, 22, 67, 58, 132
305, 22, 58, 4, 132
306, 122, 133, 123, 135
307, 71, 96, 67, 132
308, 130, 131, 32, 134
309, 123, 133, 102, 135
310, 68, 133, 72, 136
311, 36, 70, 72, 136
312, 79, 130, 52, 133
313, 68, 73, 72, 133
314, 69, 132, 89, 138
315, 107, 122, 121, 135
316, 44, 129, 54, 131
317, 9, 59, 60, 132
318, 6, 59, 9, 132
319, 107, 133, 122, 135
320, 130, 135, 133, 137
321, 64, 132, 69, 136
322, 94, 68, 69, 136
323, 60, 9, 132, 136
324, 89, 64, 61, 132
325, 96, 91, 67, 132
326, 96, 137, 115, 138
327, 130, 136, 135, 138
328, 70, 68, 72, 136
329, 40, 32, 131, 134
330, 132, 130, 137, 138
331, 32, 24, 25, 136
332, 25, 33, 32, 136
333, 33, 131, 130, 136
334, 32, 130, 33, 131
335, 64, 61, 132, 136
336, 97, 99, 73, 135
337, 58, 67, 91, 132
338, 130, 132, 136, 138
339, 58, 91, 85, 132
340, 89, 61, 60, 132
341, 130, 133, 79, 137
342, 99, 133, 73, 135
343, 71, 134, 74, 137
344, 101, 96, 71, 137
345, 15, 20, 16, 136
346, 94, 135, 68, 136
347, 96, 67, 91, 90
348, 44, 36, 129, 131
349, 107, 79, 133, 137
350, 60, 132, 61, 136
351, 12, 13, 10, 136
352, 12, 10, 9, 136
353, 16, 20, 26, 136
354, 26, 20, 28, 136
355, 54, 129, 80, 133
356, 15, 63, 20, 136
357, 60, 12, 9, 136
358, 68, 135, 130, 136
359, 122, 123, 118, 135
360, 60, 61, 12, 136
361, 58, 85, 59, 132
362, 52, 131, 54, 133
363, 71, 74, 101, 137
364, 77, 74, 134, 137
365, 122, 107, 108, 133
366, 116, 121, 135, 137
367, 91, 132, 96, 138
368, 13, 15, 16, 136
369, 13, 12, 15, 136
370, 116, 115, 137, 138
371, 28, 20, 63, 136
372, 92, 69, 89, 138
373, 116, 137, 135, 138
374, 58, 91, 83, 85
375, 98, 114, 113, 138
376, 86, 89, 60, 132
377, 87, 93, 92, 138
378, 95, 96, 71, 101
379, 87, 89, 86, 132
380, 59, 85, 60, 132
381, 98, 113, 116, 138
382, 77, 101, 74, 137
383, 123, 122, 127, 108
384, 91, 111, 132, 138
385, 135, 137, 130, 138
386, 86, 60, 85, 132
387, 98, 116, 135, 138
388, 92, 135, 69, 138
389, 12, 63, 15, 136
390, 119, 102, 99, 118
391, 68, 94, 73, 135
392, 121, 122, 116, 135
393, 42, 44, 54, 131
394, 83, 67, 91, 58
395, 67, 83, 91, 90
396, 13, 25, 24, 136
397, 24, 10, 13, 136
398, 92, 114, 98, 138
399, 61, 63, 12, 136
400, 119, 102, 118, 124
401, 87, 89, 132, 138
402, 78, 79, 107, 137
403, 107, 105, 78, 137
404, 87, 132, 111, 138
405, 69, 92, 94, 135
406, 118, 119, 97, 99
407, 52, 54, 80, 133
408, 80, 79, 52, 133
409, 124, 123, 108, 102
410, 127, 124, 123, 108
411, 112, 111, 91, 138
412, 86, 85, 87, 132
413, 60, 84, 85, 59
414, 84, 60, 85, 86
415, 61, 64, 63, 136
416, 74, 95, 101, 100
417, 71, 74, 95, 101
418, 91, 111, 85, 132
419, 80, 129, 75, 133
420, 101, 115, 96, 137
421, 25, 13, 16, 136
422, 16, 26, 25, 136
423, 112, 91, 96, 138
424, 124, 102, 118, 123
425, 116, 113, 98, 117
426, 77, 74, 38, 134
427, 39, 40, 50, 134
428, 38, 30, 31, 134
429, 38, 31, 39, 134
430, 48, 39, 50, 134
431, 48, 77, 38, 134
432, 63, 61, 15, 62
433, 15, 12, 61, 63
434, 90, 71, 96, 67
435, 64, 69, 68, 136
436, 78, 77, 134, 137
437, 87, 85, 111, 132
438, 103, 100, 76, 104
439, 2, 5, 3, 1
440, 117, 98, 116, 135
441, 85, 83, 58, 84
442, 85, 58, 59, 84
443, 41, 40, 33, 131
444, 40, 32, 33, 131
445, 33, 26, 34, 131
446, 66, 63, 28, 20
447, 28, 70, 63, 66
448, 101, 105, 77, 104
449, 98, 135, 92, 138
450, 42, 36, 44, 131
451, 41, 42, 52, 131
452, 34, 36, 42, 131
453, 52, 42, 54, 131
454, 71, 90, 96, 95
455, 100, 101, 77, 104
456, 101, 77, 74, 100
457, 48, 38, 39, 134
458, 80, 75, 102, 133
459, 102, 108, 80, 133
460, 86, 61, 89, 88
461, 96, 115, 112, 138
462, 110, 93, 87, 138
463, 39, 31, 32, 134
464, 39, 32, 40, 134
465, 74, 71, 38, 134
466, 38, 71, 30, 134
467, 48, 50, 78, 134
468, 78, 77, 48, 134
469, 114, 98, 113, 117
470, 110, 87, 111, 138
471, 87, 92, 89, 138
472, 122, 126, 127, 107
473, 108, 122, 127, 107
474, 72, 73, 99, 133
475, 72, 75, 129, 133
476, 117, 116, 122, 135
477, 79, 80, 108, 133
478, 102, 75, 99, 133
479, 108, 107, 79, 133
480, 8, 6, 7, 5
481, 22, 29, 30, 23
482, 7, 8, 10, 9
483, 4, 2, 7, 3
484, 6, 4, 7, 3
485, 5, 2, 3, 7
486, 6, 7, 5, 3
487, 6, 8, 7, 9
488, 77, 100, 76, 74
489, 9, 8, 10, 11
490, 11, 13, 10, 12
491, 11, 10, 9, 12
492, 12, 11, 13, 14
493, 15, 12, 13, 14
494, 108, 109, 102, 80
495, 16, 15, 13, 14
496, 4, 57, 59, 58
497, 6, 57, 4, 3
498, 57, 6, 4, 59
499, 7, 2, 4, 21
500, 22, 7, 4, 21
501, 23, 7, 22, 21
502, 22, 29, 23, 21
503, 23, 29, 30, 31
504, 39, 37, 31, 38
505, 30, 37, 31, 29
506, 40, 47, 50, 49
507, 47, 40, 50, 39
508, 74, 46, 77, 38
509, 38, 39, 47, 48
510, 37, 30, 31, 38
511, 46, 38, 45, 48
512, 47, 45, 38, 48
513, 45, 39, 38, 37
514, 45, 39, 47, 38
515, 47, 50, 48, 39
516, 46, 77, 38, 48
517, 46, 74, 77, 76
518, 100, 77, 76, 104
519, 18, 16, 17, 15
520, 80, 109, 102, 81
521, 81, 102, 80, 75
522, 44, 53, 42, 54
523, 36, 34, 42, 35
524, 27, 34, 28, 35
525, 35, 34, 28, 36
526, 40, 49, 50, 52
527, 55, 53, 44, 56
528, 43, 53, 44, 55
529, 44, 53, 54, 56
530, 53, 43, 44, 42
531, 53, 42, 54, 51
532, 40, 49, 52, 41
533, 42, 52, 51, 41
534, 52, 42, 51, 54
535, 51, 52, 49, 41
536, 43, 36, 42, 35
537, 36, 43, 42, 44
538, 34, 27, 28, 26
539, 65, 20, 62, 66
540, 18, 19, 16, 20
541, 18, 16, 15, 20
542, 18, 62, 20, 15
543, 28, 26, 27, 20
544, 20, 16, 26, 19
545, 20, 26, 27, 19
546, 19, 18, 16, 17
547, 20, 65, 62, 18
548, 16, 17, 15, 14
549, 117, 122, 118, 135
550, 20, 62, 63, 15
551, 20, 62, 66, 63
552, 58, 57, 59, 82
553, 84, 83, 58, 82
554, 84, 58, 59, 82
555, 117, 118, 98, 135
556, 73, 94, 97, 135
557, 72, 99, 75, 133
558, 68, 63, 64, 136
559, 112, 115, 116, 138
560, 120, 115, 101, 137
561, 109, 124, 108, 102
562, 113, 93, 111, 138
563, 61, 86, 89, 60
564, 116, 113, 112, 138
565, 110, 111, 93, 138
566, 126, 122, 121, 107
567, 111, 112, 113, 138
568, 105, 125, 121, 126
569, 127, 128, 124, 108
570, 109, 124, 128, 108
571, 85, 84, 86, 87
572, 118, 97, 98, 135
573, 64, 88, 89, 61
574, 34, 42, 41, 131
575, 41, 33, 34, 131
576, 126, 121, 105, 107
577, 85, 110, 87, 111
578, 110, 111, 113, 93
579, 124, 128, 127, 123
580, 122, 117, 118, 123
581, 84, 85, 83, 82
582, 115, 121, 137, 120
583, 137, 121, 115, 116
584, 134, 78, 79, 50
585, 79, 78, 134, 130
586, 79, 52, 134, 50
587, 134, 52, 79, 130
588, 131, 40, 52, 41
589, 131, 52, 40, 134
590, 133, 68, 135, 130
591, 133, 135, 68, 73
592, 129, 80, 81, 54
593, 129, 81, 80, 75
594, 56, 129, 81, 54
595, 56, 81, 129, 75
596, 44, 129, 56, 54
597, 44, 56, 129, 75
598, 131, 36, 28, 34
599, 28, 36, 131, 136
600, 28, 26, 131, 34
601, 131, 26, 28, 136
602, 133, 123, 108, 122
603, 133, 108, 123, 102
604, 135, 102, 99, 133
605, 118, 102, 135, 123
606, 118, 99, 135, 102
607, 135, 99, 118, 97
608, 136, 70, 63, 28
609, 136, 63, 70, 68
610, 136, 33, 26, 25
611, 136, 26, 33, 131
612, 105, 137, 77, 78
613, 121, 105, 137, 106
614, 121, 137, 105, 107
615, 138, 114, 93, 92
616, 138, 93, 114, 113
617, 101, 121, 137, 106
618, 101, 137, 121, 120
619, 105, 101, 137, 106
620, 105, 137, 101, 77
621, 97, 92, 135, 94
622, 97, 135, 92, 98
